iter	Passed	Remaining
401	14014	3416
402	14060	3384
403	14099	3350
404	14137	3316
405	14177	3282
406	14217	3248
407	14256	3214
408	14296	3180
409	14330	3145
410	14370	3111
411	14423	3080
412	14478	3049
413	14514	3015
414	14599	2990
415	14628	2953
416	14660	2918
417	14708	2885
418	14735	2848
419	14761	2811
420	14788	2775
421	14815	2738
422	14842	2701
423	14869	2665
424	14898	2629
425	14938	2594
426	14963	2558
427	14990	2521
428	15022	2486
429	15062	2452
430	15098	2417
431	15137	2382
432	15195	2351
433	15222	2314
434	15249	2278
435	15274	2242
436	15303	2206
437	15331	2170
438	15360	2134
439	15387	2098
440	15430	2064
441	15456	2028
442	15485	1992
443	15515	1956
444	15541	1920
445	15570	1885
446	15597	1849
447	15660	1817
448	15712	1784
449	15743	1749
450	15781	1714
451	15830	1681
452	15873	1646
453	15931	1614
454	15957	1578
455	15983	1542
456	16010	1506
457	16042	1471
458	16075	1435
459	16114	1401
460	16149	1366
461	16202	1332
462	16239	1297
463	16277	1262
464	16302	1227
465	16332	1191
466	16358	1155
467	16385	1120
468	16430	1086
469	16456	1050
470	16481	1014
471	16505	979
472	16531	943
473	16557	908
474	16584	872
475	16610	837
476	16634	802
477	16667	767
478	16735	733
479	16763	698
480	16788	663
481	16813	627
482	16838	592
483	16863	557
484	16889	522
485	16947	488
486	16992	453
487	17040	419
488	17093	384
489	17128	349
490	17190	315
491	17231	280
492	17273	245
493	17318	210
494	17379	175
495	17449	140
496	17492	105
497	17530	70
498	17568	35
499	17606	0
