iter	Logloss	AUC	Accuracy
87	0.1240889388	0.9926176	0.953625
88	0.1237565584	0.992656238	0.953625
89	0.1235275499	0.992680069	0.953625
90	0.1230391067	0.9927494649	0.953875
91	0.1223556779	0.9928325874	0.953875
92	0.1218690266	0.9928815839	0.954
93	0.1214567804	0.9929347112	0.954
94	0.1211695557	0.9929809751	0.954
95	0.1207471926	0.9930058229	0.954125
96	0.1206304395	0.9930271119	0.954125
97	0.1200273405	0.9930984778	0.95375
98	0.1192275029	0.9931718138	0.954375
99	0.1189918372	0.9931863666	0.954125
100	0.1186032876	0.9932302792	0.953875
101	0.1182051615	0.9932966247	0.95425
102	0.1179080347	0.9933309413	0.9545
103	0.1177512171	0.9933576956	0.9545
104	0.1171451876	0.9934128564	0.954625
105	0.11648823	0.9934692247	0.954875
106	0.1164255118	0.9934780581	0.954875
107	0.1162761009	0.9934858746	0.955
108	0.1160146264	0.99351784	0.95475
109	0.1158459614	0.9935417981	0.95525
110	0.1152558261	0.9935866639	0.955625
111	0.1147361377	0.9936476077	0.95625
112	0.1145913364	0.9936624147	0.956125
113	0.1142349022	0.993707217	0.956125
114	0.114081614	0.9937243118	0.956125
115	0.1137555888	0.9937765493	0.956875
116	0.1136066891	0.9938020326	0.95675
117	0.1134261381	0.9938317737	0.95675
118	0.1132317382	0.9938526179	0.957
119	0.1128021351	0.9939032032	0.95725
120	0.1123507658	0.9939523268	0.957125
121	0.1119163685	0.9940135884	0.957625
122	0.1116391384	0.9940522264	0.957875
123	0.111321666	0.9940949951	0.95825
124	0.111267758	0.9941021126	0.958375
125	0.1110069355	0.9941183812	0.958375
126	0.1107785233	0.9941499017	0.958125
127	0.1105461942	0.994174686	0.958125
128	0.1102634681	0.9942131969	0.958375
129	0.1100659483	0.9942469416	0.958375
130	0.1096867732	0.994285516	0.958625
131	0.1094763571	0.9943174178	0.958625
132	0.1090134976	0.994350527	0.9585
133	0.1085431744	0.9944011123	0.958875
134	0.1081825647	0.9944431184	0.958625
135	0.107805492	0.9944877936	0.958875
136	0.1076153383	0.9945116246	0.959125
137	0.1075073277	0.994531452	0.95925
138	0.1071910904	0.9945787327	0.959375
139	0.1070569927	0.9945820372	0.959375
140	0.1068024178	0.9946123503	0.9595
141	0.1066056958	0.9946342748	0.95975
142	0.1063233858	0.9946581694	0.959625
143	0.1061982969	0.9946725951	0.95975
144	0.1059838356	0.9946996035	0.959875
145	0.1058890745	0.9947114873	0.959875
146	0.105699413	0.9947335389	0.96
147	0.1054172681	0.9947733208	0.96
148	0.1048788192	0.9948325488	0.960375
149	0.1045262173	0.9948697251	0.9605
150	0.1042839144	0.9948685177	0.9605
151	0.1040132206	0.9948834518	0.9605
152	0.1034261162	0.9949269195	0.9605
153	0.1029390688	0.9949633333	0.961
154	0.1025430907	0.994993265	0.961125
155	0.1022909612	0.9950328563	0.961375
156	0.1019617642	0.9950692701	0.9615
157	0.1017806851	0.995091131	0.96175
158	0.1014115655	0.9951340268	0.96175
159	0.1009782562	0.9951809262	0.961875
160	0.1007322526	0.9952139719	0.962375
161	0.1004912113	0.9952406626	0.962375
162	0.100234227	0.9952775213	0.962125
163	0.1000098665	0.9952951244	0.96225
164	0.09999719592	0.9952938534	0.962375
165	0.09991864249	0.9953043391	0.96225
166	0.09975533957	0.9953276617	0.96275
167	0.09963846932	0.9953484423	0.96275
168	0.09928531145	0.9953818693	0.962625
169	0.09918351832	0.9953927998	0.96275
170	0.09884523322	0.9954324545	0.962625
171	0.09884294818	0.9954327723	0.962625
172	0.09871520566	0.9954418599	0.962875
173	0.09831906414	0.9954860266	0.96325
174	0.09828287367	0.995487107	0.963375
175	0.09814383627	0.9955108744	0.96325
176	0.09799346517	0.9955298757	0.96325
177	0.09778375164	0.9955614597	0.963375
178	0.09743069882	0.9956042284	0.9635
179	0.09733004463	0.9956153496	0.963375
180	0.09718347497	0.9956286314	0.963375
181	0.09699307167	0.9956422945	0.96375
182	0.09687152575	0.9956630116	0.964
183	0.09646250389	0.9957230021	0.964
184	0.09624516053	0.9957616401	0.964
185	0.09608841657	0.9957760658	0.964125
186	0.09590579014	0.9958094292	0.96425
187	0.09581585684	0.9958172458	0.96425
188	0.09563511714	0.9958403142	0.964375
189	0.09537803249	0.9958589342	0.964625
190	0.09516651993	0.9958842904	0.965125
191	0.09498891487	0.9959074223	0.96525
192	0.0948069771	0.9959316982	0.965125
193	0.09461742889	0.9959635364	0.96525
194	0.09446826768	0.9959764369	0.9655
195	0.09418308382	0.996007449	0.96575
196	0.09396590708	0.9960379527	0.965875
197	0.09366716748	0.9960675031	0.965875
198	0.09356270878	0.9960855511	0.965875
199	0.09332186198	0.9960996591	0.966
200	0.09315326234	0.9961140848	0.96625
201	0.09307634415	0.9961222827	0.966125
202	0.09282356256	0.9961586329	0.966625
203	0.09248997701	0.9961986054	0.9665
204	0.09242607904	0.9962054688	0.9665
205	0.09233776324	0.9962214196	0.9665
206	0.09197450583	0.9962623454	0.9665
207	0.09174755781	0.9962873203	0.966875
208	0.09157109635	0.9963043515	0.967125
209	0.09138638918	0.9963307881	0.967
210	0.09119373803	0.996357733	0.967
211	0.0911059201	0.9963724129	0.967
212	0.09099711422	0.996379721	0.967
213	0.09069693324	0.9964243327	0.967125
214	0.09039339047	0.9964384406	0.96725
215	0.09015835641	0.9964684995	0.967375
216	0.08970557387	0.996509743	0.967375
217	0.08954273706	0.9965254397	0.9675
218	0.08952866467	0.9965272826	0.9675
219	0.08943921324	0.996536116	0.967625
220	0.08922740761	0.9965622983	0.96775
221	0.08902681707	0.9965847948	0.967875
222	0.08876506663	0.9965990934	0.968
223	0.08852242566	0.9966170778	0.96775
224	0.0885213092	0.9966172685	0.96775
225	0.08835753662	0.9966311222	0.96775
226	0.08827195609	0.996643006	0.967875
227	0.08814406503	0.9966517122	0.967875
228	0.08783188697	0.9966787207	0.968
229	0.08771578961	0.9966925109	0.967875
230	0.08765062901	0.9966993107	0.968125
231	0.08730290047	0.99674227	0.96825
232	0.08708588803	0.9967707402	0.968375
233	0.08700586251	0.9967811622	0.9685
234	0.0869815088	0.9967852294	0.9685
235	0.08696651444	0.9967873265	0.9685
236	0.08690758039	0.996794317	0.968875
237	0.08682136004	0.996800227	0.968875
238	0.08676540141	0.9968061371	0.96875
239	0.08671842253	0.9968140808	0.96875
240	0.08669242285	0.9968180209	0.96875
241	0.08653600454	0.9968434406	0.969
242	0.08651986859	0.9968461732	0.969
243	0.08632411124	0.9968687968	0.969375
244	0.08609376624	0.9969024779	0.969375
245	0.08596474447	0.9969174756	0.96925
246	0.08581153451	0.9969331723	0.9695
247	0.08565270894	0.9969523006	0.969625
248	0.08557713456	0.9969603714	0.969625
249	0.08551857887	0.9969652011	0.969625
250	0.08551853969	0.9969652011	0.969625
251	0.08550779248	0.9969659002	0.969625
252	0.08538103929	0.9969838211	0.969625
253	0.08532136146	0.996987507	0.969625
254	0.08527361262	0.9969938619	0.969625
255	0.08511855494	0.9970059998	0.96975
256	0.08477430414	0.9970489592	0.97
257	0.08472041656	0.9970531534	0.97
258	0.08451358449	0.9970842291	0.97
259	0.08445721285	0.9970924269	0.97
260	0.08418717049	0.9971228035	0.97025
261	0.08410821022	0.9971293491	0.970125
262	0.08408841697	0.9971313191	0.97025
263	0.08395013674	0.9971534978	0.97025
264	0.08379054737	0.9971700842	0.970375
265	0.08371018563	0.9971771382	0.970375
266	0.08369902393	0.9971790447	0.970375
267	0.08349896448	0.9972038289	0.97025
268	0.08336958485	0.9972176191	0.970375
269	0.08329705873	0.9972235928	0.970375
270	0.08307285963	0.9972463434	0.970375
271	0.08294686727	0.9972584814	0.97025
272	0.08275548747	0.9972739238	0.9705
273	0.08245561199	0.9973025846	0.970625
274	0.08227640166	0.9973159935	0.970875
275	0.08207532677	0.9973257801	0.97075
276	0.08189973911	0.9973483401	0.970875
277	0.08161650878	0.997373887	0.970875
278	0.08139006184	0.9974008319	0.971
279	0.08120553429	0.9974160837	0.971
280	0.08103862207	0.9974409951	0.971125
281	0.08092217192	0.9974542133	0.971375
282	0.08089444333	0.997456946	0.971375
283	0.08087070413	0.9974602505	0.9715
284	0.0807844354	0.9974685119	0.971625
285	0.08062156924	0.9974838273	0.97175
286	0.0805427206	0.9974926607	0.97225
287	0.08053029142	0.9974941223	0.97225
288	0.08047987139	0.9975005408	0.972375
289	0.08038467885	0.9975120432	0.97225
290	0.08017910047	0.9975385433	0.972375
291	0.07995897693	0.9975593239	0.97225
292	0.07976839946	0.9975670134	0.972375
293	0.0796614153	0.9975713348	0.972375
294	0.07962790371	0.997575529	0.972375
295	0.07950685278	0.9975894463	0.972625
296	0.07943508181	0.9975952293	0.97275
297	0.07933989418	0.9976050795	0.97275
298	0.0791991178	0.9976163913	0.97275
299	0.07915308612	0.9976226191	0.97275
300	0.07908610499	0.9976357103	0.97275
301	0.07908403664	0.9976359009	0.97275
302	0.07893848937	0.9976526779	0.973
303	0.07871694959	0.9976651336	0.973125
304	0.07858070892	0.9976787332	0.973125
305	0.07844853756	0.997692714	0.97325
306	0.07832794836	0.9977042164	0.973
307	0.07826212508	0.9977099994	0.973125
308	0.07814252143	0.9977241074	0.973125
309	0.07810612576	0.9977304623	0.973
310	0.07785419223	0.9977528952	0.97325
311	0.0777576058	0.9977617286	0.973
312	0.07765486711	0.9977686555	0.973125
313	0.07751717129	0.9977833989	0.973125
314	0.07744533479	0.9977896268	0.973125
315	0.0773211868	0.9978062767	0.973625
316	0.07718918966	0.9978207659	0.97375
317	0.07700721565	0.9978411017	0.9735
318	0.07696198956	0.9978468847	0.9735
319	0.07669522951	0.9978765623	0.973875
320	0.07649272081	0.997900711	0.973875
321	0.07641689809	0.9979083369	0.973875
322	0.07623674765	0.9979274017	0.973875
323	0.07598831917	0.9979516776	0.97425
324	0.07572369392	0.9979716956	0.974375
325	0.07567517424	0.997975445	0.9745
326	0.07557805841	0.9979865026	0.974375
327	0.07554823671	0.9979894894	0.974375
328	0.07546785221	0.9979947005	0.97475
329	0.07527869591	0.9980136382	0.97475
330	0.07509001117	0.9980321946	0.975
331	0.07497435626	0.9980436335	0.974875
332	0.07483457443	0.9980528481	0.974875
333	0.07473019174	0.998060347	0.974875
334	0.07455359166	0.9980777595	0.974875
335	0.0744312348	0.9980896432	0.975
336	0.07440071238	0.9980929478	0.975
337	0.07415820492	0.9981103603	0.975375
338	0.07397101209	0.9981252308	0.97525
339	0.07375865189	0.9981413724	0.97525
340	0.07361905574	0.9981523664	0.9755
341	0.07356246797	0.998156942	0.9755
342	0.07351930938	0.9981593568	0.97525
343	0.07351217025	0.9981600559	0.97525
344	0.07342799034	0.9981680631	0.9755
345	0.07326230214	0.998181472	0.975625
346	0.07305679594	0.9982032059	0.975625
347	0.07296133022	0.9982099421	0.97575
348	0.07292459848	0.9982139457	0.97575
349	0.07280858042	0.9982245585	0.976
350	0.07266176774	0.998243242	0.975875
351	0.07252037948	0.9982590658	0.97625
352	0.07240402258	0.9982666917	0.97625
353	0.07222226082	0.998281308	0.976
354	0.07208718207	0.9982956702	0.976125
355	0.07205306147	0.9982975131	0.976
356	0.07202839926	0.9982992289	0.976
357	0.07185231757	0.9983181031	0.97625
358	0.07181680687	0.9983218525	0.97625
359	0.07175971666	0.9983276355	0.9765
360	0.07159715416	0.9983400276	0.976875
361	0.07155930571	0.9983438406	0.977
362	0.07140143057	0.9983535636	0.977125
363	0.0712198593	0.9983684342	0.97725
364	0.07109661722	0.9983751704	0.97725
365	0.07107779156	0.9983758695	0.97725
366	0.07106838546	0.9983765049	0.97725
367	0.07091926949	0.9983852112	0.977375
368	0.07075989491	0.9983950614	0.977625
369	0.0706454306	0.9984038312	0.97775
370	0.07044208066	0.9984287425	0.977625
371	0.07033166915	0.9984349703	0.97775
372	0.07026510366	0.998439673	0.977625
373	0.07021177047	0.998440944	0.977625
374	0.07004521818	0.9984570855	0.97775
375	0.06981710391	0.9984748158	0.97775
376	0.06980186638	0.9984758326	0.97775
377	0.06960506375	0.9984959142	0.977875
378	0.0694395773	0.9985069717	0.978
379	0.06930813813	0.9985240665	0.97825
380	0.06915797684	0.9985341709	0.978375
381	0.0690601406	0.9985403351	0.97825
382	0.06890151403	0.9985501853	0.978125
383	0.06876193421	0.9985623232	0.97825
384	0.06859631038	0.9985742069	0.978375
385	0.06858552281	0.998574906	0.978375
386	0.06847787805	0.9985843748	0.978375
387	0.06833997838	0.9985970847	0.978375
388	0.06819146545	0.9986005164	0.9785
389	0.06798090933	0.9986164673	0.978875
390	0.06788268605	0.998623267	0.97875
391	0.06783460568	0.9986286052	0.978875
392	0.06773390563	0.9986385189	0.979125
393	0.06766347436	0.9986482419	0.979125
394	0.06750855559	0.9986633667	0.979375
395	0.06728828554	0.9986820502	0.9795
396	0.06717667792	0.9986917097	0.979625
397	0.06707583375	0.9987011785	0.979625
398	0.06707165874	0.9987018776	0.979625
399	0.06698274056	0.9987025131	0.97975
400	0.06691849493	0.9987079783	0.979875
401	0.06673894686	0.9987231666	0.98025
402	0.06659979513	0.9987372746	0.980375
403	0.06659515031	0.9987377194	0.980375
404	0.06649397039	0.9987468705	0.980375
405	0.06640995039	0.9987554497	0.980375
406	0.06632122104	0.998761042	0.9805
407	0.06627162114	0.9987626943	0.9805
408	0.0661192595	0.9987715912	0.980375
409	0.0660614662	0.9987773742	0.9805
410	0.06588050349	0.9987879869	0.98025
411	0.06584426807	0.9987887495	0.98025
412	0.06561942292	0.9988086405	0.98075
413	0.06548417622	0.9988193803	0.981
414	0.06540418631	0.9988255446	0.981
415	0.06517716514	0.9988449907	0.981
416	0.06505523394	0.9988545866	0.98125
417	0.06497128659	0.9988611958	0.981125
418	0.0648405942	0.9988688853	0.981375
419	0.06470852343	0.9988826755	0.98125
420	0.06460360002	0.9988944321	0.981625
421	0.06443763066	0.9989110185	0.982
422	0.06427167354	0.9989238554	0.982
423	0.06411257073	0.9989266516	0.981875
424	0.06399657864	0.9989326888	0.98225
425	0.06394607753	0.9989349766	0.982125
426	0.0638804494	0.9989405689	0.98225
427	0.06385758575	0.9989429838	0.98225
428	0.06373720342	0.9989483855	0.982375
429	0.06363963916	0.9989559478	0.9825
430	0.063550272	0.9989597608	0.982625
431	0.06336367508	0.9989773004	0.982625
432	0.06323398564	0.9989841002	0.982625
433	0.0631003393	0.9989926158	0.982625
434	0.06292729715	0.999002466	0.982375
435	0.06285900316	0.9990093928	0.982625
436	0.06275964533	0.9990163833	0.98275
437	0.06267545012	0.9990245176	0.983125
438	0.06254495819	0.9990327155	0.98275
439	0.06252740791	0.9990339229	0.98275
440	0.06243084063	0.9990383078	0.982875
441	0.0622915181	0.999045044	0.982875
442	0.06214928625	0.9990524793	0.983
443	0.06212378039	0.9990528606	0.983
444	0.06203595363	0.9990595968	0.982875
445	0.0618800851	0.9990655705	0.98275
446	0.06174948345	0.9990738954	0.983
447	0.06162817925	0.9990809494	0.98325
448	0.06156872303	0.9990848259	0.9835
449	0.06142421093	0.9990935322	0.983875
450	0.06129331103	0.9991035094	0.9835
451	0.0611877901	0.9991123428	0.983625
452	0.06116974701	0.9991131689	0.983625
453	0.06100529492	0.9991220658	0.983625
454	0.06092955004	0.9991295011	0.983625
455	0.06081858916	0.9991340131	0.9835
456	0.06074510939	0.9991362373	0.9835
457	0.0606592581	0.9991403045	0.983625
458	0.06060587639	0.9991463417	0.983625
459	0.06046789929	0.9991571451	0.98375
460	0.06037073193	0.9991598777	0.98375
461	0.06029546396	0.9991662962	0.9835
462	0.060209432	0.9991711895	0.983375
463	0.06013549053	0.9991765276	0.983375
464	0.05993732537	0.9991892375	0.984
465	0.0597189636	0.9992033454	0.98425
466	0.05965703283	0.9992049977	0.984125
467	0.05965314749	0.9992049977	0.984125
468	0.05953382881	0.9992117975	0.98425
469	0.05939708523	0.9992199318	0.984375
470	0.05924241483	0.9992245074	0.98425
471	0.05911094653	0.9992355014	0.98475
472	0.05894807996	0.9992446525	0.984875
473	0.05891078837	0.9992457329	0.98475
474	0.05877067955	0.9992518971	0.985
475	0.05872749092	0.9992535494	0.985
476	0.05857160377	0.9992597137	0.984875
477	0.0585379835	0.9992610482	0.985
478	0.05841918276	0.9992688013	0.985
479	0.0583446484	0.999274203	0.985
480	0.05823690276	0.9992789692	0.984875
481	0.05820077994	0.9992796047	0.985
482	0.0581479304	0.9992796682	0.985
483	0.05807315875	0.9992849428	0.98525
484	0.05791098466	0.9992936491	0.98575
485	0.05790755182	0.9992937126	0.98575
486	0.05783627019	0.9992978433	0.98575
487	0.05780304262	0.9992981611	0.98575
488	0.05777019466	0.9992989872	0.98575
489	0.05765332955	0.9993061683	0.985625
490	0.0575542176	0.9993127139	0.985625
491	0.05741602492	0.9993207211	0.985625
492	0.05732178464	0.999321865	0.985625
493	0.05728943009	0.9993220556	0.985625
494	0.05725093578	0.9993240256	0.985625
495	0.05712289295	0.9993319058	0.985625
496	0.05706309308	0.9993352103	0.98575
497	0.0569296138	0.9993408662	0.985625
498	0.05682750077	0.9993455689	0.985875
499	0.05678506914	0.9993464586	0.986125
