iter	Passed	Remaining
0	27	13494
1	57	14229
2	85	14109
3	111	13871
4	140	13924
5	183	15141
6	221	15585
7	250	15377
8	277	15140
9	305	14988
10	334	14867
11	362	14754
12	391	14650
13	420	14596
14	449	14524
15	477	14446
16	507	14423
17	536	14358
18	565	14327
19	596	14320
20	625	14265
21	654	14211
22	682	14152
23	710	14092
24	739	14057
25	769	14019
26	797	13965
27	825	13919
28	854	13875
29	882	13832
30	911	13783
31	939	13738
32	968	13712
33	999	13699
34	1029	13683
35	1061	13676
36	1089	13636
37	1124	13671
38	1157	13677
39	1186	13643
40	1218	13642
41	1247	13602
42	1276	13561
43	1304	13518
44	1334	13489
45	1363	13461
46	1392	13420
47	1421	13389
48	1452	13365
49	1481	13336
50	1514	13333
51	1544	13309
52	1573	13272
53	1602	13238
54	1632	13204
55	1661	13174
56	1690	13139
57	1719	13103
58	1747	13060
59	1776	13030
60	1805	12993
61	1834	12958
62	1863	12928
63	1891	12884
64	1924	12882
65	1956	12867
66	1986	12839
67	2016	12808
68	2050	12806
69	2082	12789
70	2109	12747
71	2138	12711
72	2166	12671
73	2196	12642
74	2225	12608
75	2255	12583
76	2283	12545
77	2311	12507
78	2340	12472
79	2369	12442
80	2400	12419
81	2430	12388
82	2460	12359
83	2489	12330
84	2518	12297
85	2548	12266
86	2576	12230
87	2604	12195
88	2633	12162
89	2662	12128
90	2691	12096
91	2721	12067
92	2750	12035
93	2779	12003
94	2808	11972
95	2836	11938
96	2864	11902
97	2893	11870
98	2922	11837
99	2952	11809
100	2981	11777
101	3011	11750
102	3045	11736
103	3073	11702
104	3101	11667
105	3131	11637
106	3160	11607
107	3188	11572
108	3226	11574
109	3266	11582
110	3297	11555
111	3326	11523
112	3356	11494
113	3385	11463
114	3420	11449
115	3448	11416
116	3477	11382
117	3506	11352
118	3535	11318
119	3564	11286
120	3591	11250
121	3620	11217
122	3648	11181
123	3676	11146
124	3700	11101
125	3727	11064
126	3756	11034
127	3784	10997
128	3812	10965
129	3842	10935
130	3870	10901
131	3898	10869
132	3929	10841
133	3959	10815
134	3987	10780
135	4018	10755
136	4050	10731
137	4078	10698
138	4106	10664
139	4135	10633
140	4164	10603
141	4193	10572
142	4222	10541
143	4250	10508
144	4279	10478
145	4309	10448
146	4339	10421
147	4384	10427
148	4412	10393
149	4440	10360
150	4466	10322
151	4494	10289
152	4522	10257
153	4552	10228
154	4582	10200
155	4613	10173
156	4643	10145
157	4673	10115
158	4701	10083
159	4729	10051
160	4758	10018
161	4787	9988
162	4816	9958
163	4846	9929
164	4870	9888
165	4901	9861
166	4929	9829
167	4958	9798
168	4987	9769
169	5015	9736
170	5046	9708
171	5061	9651
172	5089	9620
173	5119	9591
174	5146	9558
175	5175	9528
176	5204	9496
177	5233	9466
178	5262	9437
179	5293	9411
180	5325	9385
181	5354	9355
182	5381	9322
183	5410	9292
184	5440	9262
185	5468	9231
186	5497	9201
187	5526	9171
188	5555	9141
189	5583	9110
190	5613	9081
191	5642	9051
192	5671	9022
193	5703	8995
194	5732	8966
195	5762	8937
196	5793	8910
197	5822	8880
198	5850	8849
199	5885	8828
200	5921	8809
201	5950	8778
202	5980	8749
203	6009	8719
204	6039	8690
205	6069	8661
206	6097	8631
207	6126	8600
208	6165	8584
209	6203	8566
210	6233	8537
211	6260	8505
212	6288	8472
213	6316	8441
214	6345	8411
215	6372	8379
216	6401	8348
217	6429	8317
218	6456	8283
219	6485	8253
220	6515	8224
221	6543	8193
222	6572	8164
223	6602	8135
224	6625	8097
225	6654	8067
226	6684	8038
227	6714	8010
228	6741	7977
229	6769	7946
230	6798	7916
231	6826	7885
232	6854	7855
233	6885	7827
234	6919	7802
235	6950	7774
236	6981	7747
237	7009	7716
238	7037	7685
239	7066	7655
240	7095	7625
241	7124	7595
242	7153	7565
243	7182	7535
244	7213	7507
245	7242	7477
246	7272	7448
247	7303	7421
248	7332	7391
249	7361	7361
250	7388	7329
251	7414	7296
252	7443	7266
253	7470	7235
254	7497	7203
255	7528	7175
256	7557	7145
257	7583	7113
258	7611	7082
259	7639	7052
260	7666	7020
261	7694	6989
262	7721	6957
263	7750	6928
264	7779	6898
265	7805	6866
266	7833	6835
267	7862	6806
268	7892	6777
269	7921	6747
270	7950	6718
271	7978	6688
272	8010	6660
273	8038	6630
274	8068	6601
275	8097	6571
276	8125	6541
277	8159	6515
278	8191	6488
279	8219	6458
280	8247	6428
281	8278	6399
282	8308	6370
283	8337	6341
284	8366	6311
285	8396	6282
286	8425	6253
287	8452	6222
288	8482	6193
289	8511	6163
290	8540	6133
291	8570	6104
292	8598	6074
293	8627	6044
294	8655	6014
295	8684	5985
296	8713	5955
297	8740	5924
298	8767	5894
299	8797	5865
300	8828	5836
301	8856	5806
302	8885	5777
303	8914	5747
304	8942	5717
305	8970	5687
306	9002	5659
307	9029	5629
308	9067	5604
309	9108	5582
310	9140	5555
311	9168	5524
312	9198	5495
313	9226	5465
314	9253	5434
315	9281	5404
316	9312	5376
317	9341	5346
318	9370	5317
319	9400	5287
320	9430	5258
321	9461	5230
322	9490	5200
323	9520	5171
324	9550	5142
325	9579	5113
326	9608	5083
327	9637	5053
328	9667	5024
329	9697	4995
330	9728	4967
331	9755	4936
332	9785	4907
333	9812	4876
334	9842	4847
335	9871	4818
336	9899	4788
337	9925	4757
338	9954	4727
339	9983	4697
340	10014	4669
341	10044	4640
342	10073	4610
343	10101	4580
344	10131	4551
345	10161	4522
346	10190	4493
347	10220	4464
348	10249	4434
349	10277	4404
350	10305	4374
351	10335	4345
352	10364	4315
353	10394	4287
354	10424	4257
355	10453	4228
356	10480	4198
357	10509	4168
358	10537	4138
359	10566	4109
360	10594	4079
361	10622	4049
362	10652	4020
363	10680	3990
364	10709	3961
365	10738	3931
366	10769	3902
367	10798	3873
368	10825	3843
369	10854	3813
370	10886	3785
371	10916	3756
372	10943	3726
373	10971	3696
374	11003	3667
375	11031	3638
376	11054	3606
377	11083	3577
378	11112	3547
379	11141	3518
380	11170	3488
381	11199	3459
382	11226	3429
383	11254	3399
384	11284	3370
385	11312	3341
386	11342	3312
387	11374	3283
388	11412	3256
389	11450	3229
390	11486	3202
391	11521	3174
392	11556	3146
393	11592	3118
394	11633	3092
395	11676	3066
396	11715	3039
397	11749	3011
398	11783	2982
399	11815	2953
400	11848	2925
401	11882	2896
402	11914	2867
403	11946	2838
404	11982	2810
405	12015	2782
406	12048	2753
407	12087	2725
408	12128	2698
409	12160	2669
410	12190	2639
411	12232	2612
412	12275	2585
413	12321	2559
414	12354	2530
415	12385	2500
416	12415	2471
417	12444	2441
418	12473	2411
419	12502	2381
420	12531	2351
421	12561	2321
422	12590	2291
423	12620	2262
424	12649	2232
425	12680	2202
426	12709	2172
427	12739	2143
428	12766	2112
429	12795	2083
430	12824	2053
431	12859	2024
432	12892	1994
433	12920	1964
434	12949	1934
435	12981	1905
436	13007	1875
437	13036	1845
438	13066	1815
439	13096	1785
440	13125	1755
441	13165	1727
442	13210	1699
443	13250	1671
444	13282	1641
445	13310	1611
446	13340	1581
447	13373	1552
448	13404	1522
449	13434	1492
450	13463	1462
451	13491	1432
452	13520	1402
453	13549	1372
454	13577	1342
455	13606	1312
456	13636	1283
457	13664	1253
458	13693	1223
459	13723	1193
460	13752	1163
461	13781	1133
462	13809	1103
463	13839	1073
464	13867	1043
465	13901	1014
466	13953	985
467	13991	956
468	14024	927
469	14063	897
470	14102	868
471	14141	838
472	14179	809
473	14217	779
474	14255	750
475	14293	720
476	14325	690
477	14352	660
478	14388	630
479	14423	600
480	14467	571
481	14501	541
482	14538	511
483	14573	481
484	14610	451
485	14639	421
486	14669	391
487	14697	361
488	14724	331
489	14754	301
490	14786	271
491	14818	240
492	14849	210
493	14876	180
494	14904	150
495	14935	120
496	14975	90
497	15004	60
498	15034	30
499	15063	0
