iter	RMSE	MAE	MAPE	R2
0	396.6578913	236.513049	0.07856805372	0.9899466739
1	358.2950594	221.5307039	0.07524371357	0.99179725522	471.2020635	273.2639981	0.08587910626	0.985812953	43	437.2876864	261.5416705	0.08370431122	0.987781664	24	298.133276	184.8340167	0.06578015951	0.99432065	265	268.2067731	173.3084634	0.06356555109	0.99540366	386	380.2999579	229.0779959	0.07562734447	0.9907587	3577	357.3768168	219.4628325	0.07338997134	0.9918392453
