iter	RMSE_SumError	RMSE_SumWeight	MAE_SumError	MAE_SumWeight	MAPE_SumError	MAPE_SumWeight
484	644331501.7	2000	601183.8065	2000	174.1778636	2000
485	644355500.2	2000	601127.9668	2000	174.0844588	2000
486	644870726.6	2000	601130.0921	2000	174.0285927	2000
487	644917989.9	2000	601022.7981	2000	173.9809296	2000
488	644652008.4	2000	600922.7751	2000	173.8722471	2000
489	644434670.9	2000	600984.2516	2000	173.9687667	2000
490	644364343.7	2000	600894.4477	2000	173.9614228	2000
491	644244253.4	2000	600807.757	2000	173.9699934	2000
492	643924857.8	2000	600724.2132	2000	173.9926832	2000
493	643717367.1	2000	600633.9844	2000	173.9833441	2000
494	643634598.1	2000	600564.6834	2000	173.9462202	2000
495	642941298.6	2000	600259.2344	2000	173.8610373	2000
496	643322230.5	2000	600295.1841	2000	173.846928	2000
497	643388817.3	2000	600242.6133	2000	173.8337021	2000
498	643277987.4	2000	600234.8639	2000	173.8527489	2000
499	643194998.4	2000	600224.5547	2000	173.8426715	2000
500	642617252.1	2000	599996.6111	2000	173.7749569	2000
501	642695501.4	2000	600010.9837	2000	173.772915	2000
502	642119532.8	2000	599915.4678	2000	173.7844966	2000
503	642368455.1	2000	599959.4393	2000	173.7523662	2000
504	642351463.4	2000	599973.9109	2000	173.7997495	2000
505	642139083.1	2000	599901.1346	2000	173.760991	2000
506	642217678.6	2000	599886.2299	2000	173.7545744	2000
507	642183137.1	2000	599876.5698	2000	173.7724614	2000
508	642328900.5	2000	599854.8049	2000	173.7128717	2000
509	641993862.9	2000	599535.4087	2000	173.6175069	2000
510	642045487.5	2000	599516.9943	2000	173.6032985	2000
511	641886051.8	2000	599469.1449	2000	173.5968681	2000
512	641663060.1	2000	599404.0805	2000	173.6102736	2000
513	641590117	2000	599457.5338	2000	173.6543621	2000
514	641471307.5	2000	599382.8458	2000	173.6107546	2000
515	641486149.6	2000	599384.5815	2000	173.6142622	2000
516	641499265.3	2000	599387.8288	2000	173.6219345	2000
517	640999003.1	2000	599027.9062	2000	173.5045978	2000
518	640742407.3	2000	598901.1128	2000	173.4326335	2000
519	640691951.7	2000	598845.5511	2000	173.4040406	2000
520	640522506.9	2000	598609.3721	2000	173.2504627	2000
521	639891308.7	2000	598271.6029	2000	173.2341842	2000
522	640076686.6	2000	598195.2122	2000	173.2466263	2000
523	640034284.3	2000	598107.0988	2000	173.1183086	2000
524	639868492.6	2000	597974.6744	2000	173.1591181	2000
525	640245190.3	2000	598004.3254	2000	173.1924402	2000
526	640059646	2000	597789.8337	2000	173.1117075	2000
527	639553039.2	2000	597637.5801	2000	173.0937878	2000
528	639479850.1	2000	597641.7904	2000	173.0152573	2000
529	639088762.5	2000	597480.2485	2000	173.034659	2000
530	639106790.6	2000	597474.5277	2000	173.0726494	2000
531	638961648.3	2000	597415.5579	2000	173.073469	2000
532	639134716.8	2000	597469.8834	2000	173.0878191	2000
533	639344559.5	2000	597606.16	2000	173.0622496	2000
534	639142611.2	2000	597471.9418	2000	172.9505496	2000
535	639336795.8	2000	597638.8101	2000	173.0613448	2000
536	639457062.9	2000	597662.2865	2000	173.0986566	2000
537	639007582	2000	597518.1256	2000	173.0520018	2000
538	638989793.8	2000	597495.3399	2000	173.0287871	2000
539	638916892.5	2000	597476.1173	2000	173.0070824	2000
540	638828859.8	2000	597445.028	2000	172.9891177	2000
541	639139624.6	2000	597415.2372	2000	172.9067695	2000
542	639009013.2	2000	597255.6092	2000	172.8484978	2000
543	638666173	2000	596988.2729	2000	172.5688558	2000
544	638770867	2000	597029.2881	2000	172.5725338	2000
545	638650363.9	2000	596980.6071	2000	172.5727883	2000
546	638579229.2	2000	596880.7319	2000	172.5508897	2000
547	638451756.8	2000	596749.7194	2000	172.4933859	2000
548	638543869.5	2000	596831.2679	2000	172.5650521	2000
549	638435516.9	2000	596742.8431	2000	172.567867	2000
550	638150371.1	2000	596615.2254	2000	172.5509702	2000
551	637972445.6	2000	596550.9643	2000	172.4869278	2000
552	638026148.4	2000	596556.9751	2000	172.470878	2000
553	637541174.2	2000	596391.4083	2000	172.4358961	2000
554	637888276.1	2000	596335.9109	2000	172.433804	2000
555	638389515.9	2000	596337.0338	2000	172.4319007	2000
556	638179740.6	2000	596261.5719	2000	172.4776431	2000
557	638484922.2	2000	596131.1762	2000	172.2479739	2000
558	638330918.6	2000	596048.095	2000	172.2557422	2000
559	638676110.4	2000	596039.9278	2000	172.051548	2000
560	638294317.3	2000	595991.6979	2000	172.064065	2000
561	638355534.1	2000	596039.1421	2000	172.0848371	2000
562	638837758.1	2000	596122.9471	2000	172.0409873	2000
563	638530606.6	2000	595986.7042	2000	171.9848247	2000
564	638550214.4	2000	595851.3304	2000	171.9390569	2000
565	638381972.2	2000	595801.0822	2000	171.9185472	2000
566	638360056.7	2000	595780.8919	2000	171.9097531	2000
567	638106981.5	2000	595735.5761	2000	171.9515663	2000
568	637151815.1	2000	595331.8626	2000	171.8901522	2000
569	637201535.3	2000	595360.1485	2000	171.8896118	2000
570	637220150.8	2000	595377.8191	2000	171.9317241	2000
571	637098368.1	2000	595268.541	2000	171.8852639	2000
572	637111958.5	2000	595295.9849	2000	171.911105	2000
573	637319999.1	2000	595382.5315	2000	171.9408292	2000
574	637397347.1	2000	595365.541	2000	171.9131461	2000
575	637369463.6	2000	595366.3651	2000	171.8976874	2000
576	637068774.1	2000	595302.7494	2000	171.937008	2000
577	637109156.8	2000	595296.959	2000	171.8911347	2000
578	637222980.2	2000	595373.5476	2000	171.919928	2000
579	637056471.2	2000	595333.7486	2000	171.900572	2000
580	636966087.8	2000	595209.7504	2000	171.781261	2000
581	637035761.1	2000	595223.3272	2000	171.7789881	2000
582	637006396.1	2000	595231.8563	2000	171.7915457	2000
583	636812119.8	2000	595194.69	2000	171.7796701	2000
584	636635788.4	2000	595198.5085	2000	171.7607204	2000
585	636530119.3	2000	595188.1855	2000	171.8259409	2000
586	636057756.6	2000	594993.8487	2000	171.860264	2000
587	636390325.5	2000	595149.7302	2000	171.8949041	2000
588	636481128	2000	595153.8499	2000	171.8748361	2000
589	636239014.5	2000	595042.3895	2000	171.8368763	2000
590	636245425.2	2000	595063.1795	2000	171.8632771	2000
591	636159239.6	2000	594998.5608	2000	171.8225799	2000
592	636023040.9	2000	594931.4513	2000	171.7527475	2000
593	635790215.4	2000	594854.2901	2000	171.7830329	2000
594	636501797.6	2000	594928.1559	2000	171.7760329	2000
595	636375224.1	2000	594695.3014	2000	171.7007372	2000
596	636055893	2000	594543.1992	2000	171.5389686	2000
597	636034245.5	2000	594578.1034	2000	171.5545447	2000
598	635997219.1	2000	594506.467	2000	171.524468	2000
599	636085660.4	2000	594541.3867	2000	171.5230689	2000
600	635996664.7	2000	594473.5017	2000	171.5039777	2000
601	636186048.5	2000	594539.4999	2000	171.4511918	2000
602	635951291.1	2000	594491.6756	2000	171.3940618	2000
603	636139820.4	2000	594627.3447	2000	171.457449	2000
604	635735539.5	2000	594470.5071	2000	171.4778564	2000
605	635883046	2000	594433.4853	2000	171.5010433	2000
606	635964343.8	2000	594486.2286	2000	171.4453622	2000
607	636264622.4	2000	594518.9257	2000	171.4067744	2000
608	635873290.9	2000	594301.8811	2000	171.346632	2000
609	636042974.6	2000	594366.1364	2000	171.3629166	2000
610	635745877.8	2000	594259.6856	2000	171.2195447	2000
611	635538434.7	2000	594196.8856	2000	171.2150334	2000
612	635743289	2000	594242.3342	2000	171.2043664	2000
613	636057643.1	2000	594349.2329	2000	171.1953778	2000
614	635958080	2000	594340.2699	2000	171.2087734	2000
615	635774148.9	2000	594134.3707	2000	171.1387804	2000
616	636173271.3	2000	594295.3259	2000	171.1793794	2000
617	636073155.2	2000	594230.0192	2000	171.1067532	2000
618	636039227.8	2000	594249.7747	2000	171.1596544	2000
619	635953892.1	2000	594257.6831	2000	171.1361372	2000
620	636019233.5	2000	594366.6166	2000	171.1575051	2000
621	636039504.7	2000	594414.4893	2000	171.1621485	2000
622	635335549.9	2000	594424.7301	2000	171.2071001	2000
623	635232702.2	2000	594507.5845	2000	171.3015604	2000
624	635303595.7	2000	594549.6045	2000	171.2312493	2000
625	635715254.3	2000	594661.2276	2000	171.3074277	2000
626	635652327.8	2000	594628.4821	2000	171.2950951	2000
627	635520777	2000	594477.5685	2000	171.1223877	2000
628	635482562.4	2000	594459.2859	2000	171.0859664	2000
629	635486366.2	2000	594652.8819	2000	171.1087102	2000
630	635475681.7	2000	594609.3822	2000	171.1030091	2000
631	635578545.4	2000	594658.6145	2000	171.0938471	2000
632	635675045.5	2000	594702.6003	2000	171.0537396	2000
633	635657715.9	2000	594698.9996	2000	171.0125115	2000
634	635568897.9	2000	594644.8525	2000	171.0704024	2000
635	635633740.5	2000	594585.3856	2000	171.0501296	2000
636	635037788.6	2000	594469.5266	2000	171.0662298	2000
637	634766125.7	2000	594296.0661	2000	171.0197835	2000
638	634343972.3	2000	594172.5191	2000	171.0120197	2000
639	634068904.9	2000	593950.1491	2000	170.775153	2000
640	633802853.7	2000	593752.8222	2000	170.7285204	2000
641	633577210.3	2000	593548.7609	2000	170.713978	2000
642	633808767.4	2000	593638.15	2000	170.7218436	2000
643	633846469.7	2000	593689.7912	2000	170.7114668	2000
644	633765419.7	2000	593698.0691	2000	170.7095962	2000
645	633448778.3	2000	593558.6527	2000	170.6083448	2000
646	633587184.4	2000	593495.5949	2000	170.5301044	2000
647	633526464.3	2000	593448.7753	2000	170.527475	2000
648	633780662.9	2000	593559.0592	2000	170.5579387	2000
649	633387830.2	2000	593569.5174	2000	170.5535567	2000
650	633556880.6	2000	593619.5814	2000	170.5487551	2000
651	633565029.4	2000	593654.0792	2000	170.4705067	2000
652	633511762	2000	593729.2082	2000	170.5073462	2000
653	633471223.7	2000	593804.4362	2000	170.5460858	2000
654	633049110.8	2000	593704.8888	2000	170.4578342	2000
655	632848989.5	2000	593600.2601	2000	170.4287287	2000
656	632782881.1	2000	593481.2945	2000	170.3540316	2000
657	632801361.8	2000	593501.9939	2000	170.3711785	2000
658	632735605.2	2000	593331.838	2000	170.1980765	2000
659	632984837.9	2000	593627.6654	2000	170.225539	2000
660	632969270.2	2000	593663.1411	2000	170.1952537	2000
661	632988808.8	2000	593641.5047	2000	170.1564653	2000
662	632621950.7	2000	593485.3103	2000	170.1558997	2000
663	632591667.9	2000	593516.1278	2000	170.1591509	2000
664	632399494.1	2000	593464.7621	2000	170.1456718	2000
665	632371853.4	2000	593370.6603	2000	170.1522446	2000
666	631919827	2000	593000.4978	2000	169.9274104	2000
667	631916234.4	2000	592651.9791	2000	169.8779339	2000
668	631858288.7	2000	592682.0106	2000	169.8986317	2000
669	632076989.9	2000	592745.0791	2000	169.8819678	2000
670	632058022	2000	592721.877	2000	169.8890495	2000
671	631972357.5	2000	592631.8344	2000	169.8645196	2000
672	631885002	2000	592599.209	2000	169.8766699	2000
673	631947744	2000	592607.7087	2000	169.8767228	2000
674	631935222.3	2000	592640.6916	2000	169.8640854	2000
675	631742276.8	2000	592456.15	2000	169.8366647	2000
676	631955389.4	2000	592445.3998	2000	169.8433864	2000
677	631341019.7	2000	592317.7032	2000	169.8302776	2000
678	630885810.7	2000	592264.4414	2000	169.8000043	2000
679	630783791.5	2000	592252.3001	2000	169.7934404	2000
680	630777233.8	2000	592348.5145	2000	169.853915	2000
681	630871967	2000	592373.0418	2000	169.8855032	2000
682	630570470.9	2000	592196.4761	2000	169.7025144	2000
683	630768319.2	2000	592248.1043	2000	169.698816	2000
684	630761091.8	2000	592207.7263	2000	169.6894689	2000
685	630712368.2	2000	592188.3622	2000	169.7019576	2000
686	630812048.3	2000	592139.8231	2000	169.6712164	2000
687	630927044	2000	592142.9107	2000	169.6830449	2000
688	630810671.5	2000	592004.92	2000	169.622719	2000
689	630736427.9	2000	592004.1822	2000	169.6600762	2000
690	630724297.4	2000	591961.7936	2000	169.6685917	2000
691	630890282.5	2000	592037.662	2000	169.6788566	2000
692	630869039.1	2000	592247.92	2000	169.7102657	2000
693	630771415.2	2000	592149.9814	2000	169.664343	2000
694	630600179.4	2000	591922.1588	2000	169.5388135	2000
695	630461959.4	2000	591831.3291	2000	169.5061445	2000
696	630456675.7	2000	591806.829	2000	169.5168196	2000
697	630593015.8	2000	591828.6533	2000	169.5096954	2000
698	630507191.6	2000	591873.4537	2000	169.5526551	2000
699	630435153.6	2000	591848.1454	2000	169.4891353	2000
700	630480500.7	2000	591869.5501	2000	169.4866135	2000
701	630023673.8	2000	591743.8308	2000	169.4915409	2000
702	630135058.9	2000	591776.1374	2000	169.4766474	2000
703	630776679.4	2000	592000.097	2000	169.4743021	2000
704	630612414.7	2000	591870.0965	2000	169.4348854	2000
705	630495683.4	2000	591708.3973	2000	169.331671	2000
706	630166782	2000	591709.1279	2000	169.3325998	2000
707	630180815	2000	591691.6106	2000	169.3197583	2000
708	630114159.6	2000	591603.1894	2000	169.3559646	2000
709	630261566.6	2000	591687.2066	2000	169.4045422	2000
710	630518048	2000	591822.8923	2000	169.4069353	2000
711	630462828.1	2000	591734.2152	2000	169.3769275	2000
712	630371409.6	2000	591628.9437	2000	169.3621581	2000
713	630155618.5	2000	591598.7985	2000	169.3557901	2000
714	629911758.6	2000	591481.8524	2000	169.2929373	2000
715	629942808.7	2000	591545.7034	2000	169.2646687	2000
716	629680574.7	2000	591494.9923	2000	169.2760772	2000
717	629618953.8	2000	591311.3225	2000	169.0978968	2000
718	629585354.6	2000	591278.2885	2000	169.0060941	2000
719	629635695.9	2000	591145.9812	2000	168.8916128	2000
720	629611635.2	2000	591140.4751	2000	168.8958066	2000
721	629317771.9	2000	591046.9937	2000	168.8391097	2000
722	629281570.6	2000	591103.4681	2000	168.8078641	2000
723	628890249.6	2000	591013.0105	2000	168.7531028	2000
724	628508734.1	2000	590946.8998	2000	168.7717232	2000
725	628602956.1	2000	591004.8987	2000	168.8141559	2000
726	628691341.3	2000	591039.9168	2000	168.8888655	2000
727	628702493.4	2000	590966.6962	2000	168.8009863	2000
728	628710376.2	2000	590970.7004	2000	168.8068644	2000
729	628876701.8	2000	591047.8426	2000	168.7854072	2000
730	629027892.4	2000	591104.0446	2000	168.8132769	2000
731	629088323.9	2000	591118.2306	2000	168.7896898	2000
732	629106596.2	2000	591218.9468	2000	168.8046531	2000
733	629050642.2	2000	591217.3011	2000	168.8074154	2000
734	629096236.5	2000	591256.4793	2000	168.8649882	2000
735	629235173.7	2000	591277.5606	2000	168.8885954	2000
736	629770973.5	2000	591432.069	2000	168.8698641	2000
737	629466271.2	2000	591254.8652	2000	168.8282978	2000
738	629483374.4	2000	591241.7555	2000	168.8298807	2000
739	629561914.8	2000	591217.5379	2000	168.8215397	2000
740	629558074	2000	591217.0464	2000	168.8189714	2000
741	629566389.2	2000	591263.6963	2000	168.8282917	2000
742	629803828.9	2000	591286.7344	2000	168.8417586	2000
743	629561873.3	2000	591263.4243	2000	168.8466205	2000
744	629522735.7	2000	591205.2716	2000	168.8267851	2000
745	629476693.3	2000	591234.2136	2000	168.838476	2000
746	629439598.8	2000	591189.3356	2000	168.8124664	2000
747	629277261.2	2000	591078.2962	2000	168.7529796	2000
748	629217969.6	2000	591053.3156	2000	168.7587906	2000
749	629455653.1	2000	591113.3924	2000	168.7562576	2000
