iter	RMSE
0	3788.205596
1	3617.225839
2	3454.882821
3	3299.085436
4	3150.49324
5	3011.161381
6	2883.595038
7	2764.736674
8	2653.966036
9	2551.161919
10	2443.662318
11	2347.913553
12	2265.825708
13	2180.937421
14	2106.81973
15	2029.445231
16	1966.942226
17	1898.393832
18	1837.477161
19	1787.492567
20	1733.13041
21	1681.933876
22	1635.520688
23	1592.54783
24	1551.784362
25	1506.961806
26	1469.176433
27	1429.133252
28	1393.512509
29	1363.831822
30	1333.770644
31	1305.264371
32	1279.712853
33	1251.2918
34	1223.659952
35	1200.818104
36	1181.990207
37	1163.234779
38	1139.262664
39	1121.59072
40	1101.529189
41	1084.98242
42	1065.173749
43	1050.689695
44	1033.00495
45	1021.669607
46	1010.60534
47	998.1426439
48	986.7466032
49	975.005613
50	965.9378572
51	952.1230573
52	940.3585859
53	929.6405652
54	920.207029
55	911.1525047
56	901.9721915
57	893.0489781
58	885.1193531
59	876.8608645
60	868.3099788
61	860.4361249
62	852.3035176
63	843.5630249
64	838.276223
65	831.6470224
66	825.5982568
67	819.6980123
68	812.3465216
69	806.8789132
70	801.3013617
71	795.8429485
72	791.5216005
73	787.5791501
74	783.060571
75	779.2791042
76	773.4067076
77	770.0497812
78	765.3559713
79	761.2249361
80	755.4211985
81	751.9634131
82	747.942552
83	744.426995
84	739.4774773
85	736.753636
86	732.7496775
87	728.6073127
88	724.2865199
89	721.469274
90	718.047972
91	714.8569664
92	711.8843783
93	708.9312663
94	706.713061
95	704.0888919
96	699.9142809
97	697.5337122
98	693.7827674
99	692.0919613
100	689.3906181
101	688.0893015
102	685.1803459
103	682.8678046
104	679.4682
105	676.126782
106	673.4317825
107	672.2640937
108	669.9556716
109	668.0094456
110	666.3283269
111	664.6567526
112	659.7374273
113	656.802442
114	654.2929684
115	652.6227081
116	651.0404956
117	648.4634356
118	645.987009
119	644.3102776
120	641.5684917
121	639.4291407
122	638.2953612
123	636.5564559
124	634.3881053
125	633.2326985
126	631.4609803
127	629.4822406
128	628.5259234
129	626.2944488
130	624.6135657
131	622.9579039
132	621.3772897
133	620.0934437
134	618.3989742
135	616.6438295
136	614.6327379
137	613.4442412
138	612.3598764
139	611.241633
140	610.4680323
141	609.3863299
142	608.3265338
143	606.9934678
144	605.6662063
145	604.8769535
146	603.8234882
147	602.4259029
148	601.2467056
149	600.4811953
150	599.7721021
151	598.5560803
152	597.6014431
153	596.1162133
154	595.246966
155	594.2866376
156	593.3430327
157	592.8525537
158	591.9932676
159	591.3056904
160	590.3377449
161	588.9568337
162	588.385299
163	587.4529996
164	586.0161198
165	584.8942879
166	584.1833672
167	583.5753072
168	582.156255
169	581.0886976
170	580.1690592
171	578.744475
172	578.3089257
173	577.5414329
174	576.2591945
175	575.6085827
176	575.2704378
177	574.2939585
178	573.486729
179	572.2384242
180	571.6234001
181	571.2408505
182	570.3413865
183	569.7014175
184	569.0125912
185	568.2356828
186	567.1062061
187	566.1295052
188	565.4714697
189	565.1960731
190	564.4853864
191	563.8124534
192	563.1170081
193	562.8251092
194	561.9515623
195	561.5586037
196	560.7773458
197	560.1212101
198	559.4804923
199	558.72887
200	557.8922371
201	557.1683178
202	556.5277268
203	555.8195284
204	555.0560591
205	554.4711257
206	553.6237473
207	553.0779783
208	552.823944
209	552.0034378
210	551.3769975
211	550.8460013
212	550.4974828
213	550.1865811
214	549.7071693
215	549.1354124
216	548.4008114
217	547.4904327
218	547.1958429
219	546.4277334
220	546.1011818
221	545.5879118
222	545.0824804
223	544.3703361
224	544.0768723
225	543.8050828
226	543.1654081
227	542.8715504
228	542.2619812
229	541.7440058
230	541.3263383
231	540.6864901
232	540.4924099
233	539.8018985
234	538.8534372
235	538.1368412
236	537.845614
237	536.6885795
238	535.8524697
239	535.4283698
240	535.0306557
241	534.7499503
242	534.4603532
243	533.8119311
244	533.1838738
245	532.386017
246	532.0642725
247	531.5048871
248	531.1124638
249	530.679717
250	530.1630859
251	529.9473755
252	529.5383119
253	529.2375948
254	528.9844683
255	528.6925778
256	528.3882532
257	528.1546427
258	527.9030119
259	527.5993362
260	527.1337587
261	526.7248793
262	526.1624054
263	525.7476234
264	525.2097875
265	525.1275051
266	524.6706374
267	524.1307436
268	523.769852
269	523.3084331
270	523.192673
271	523.1738236
272	522.4834796
273	521.869604
274	521.6585089
275	521.2398693
276	520.924952
277	520.4533281
278	520.0735881
279	519.055692
280	518.5985351
281	518.2180997
282	517.7321869
283	517.0927696
284	516.7183212
285	516.3737268
286	515.7166711
287	515.2248375
288	515.0174169
289	514.7202076
290	514.3628892
291	513.7585526
292	513.4449336
293	513.049698
294	512.5833619
295	512.1687786
296	511.856275
297	511.5070065
298	511.2988589
299	510.9695967
300	510.5133115
301	510.1205388
302	509.2158519
303	508.7119147
304	508.603458
305	507.9346394
306	507.8927312
307	507.7359408
308	507.3030565
309	507.1020404
310	506.6075823
311	506.5040615
312	505.9141505
313	505.4499379
314	505.1291314
315	504.9190122
316	504.6449578
317	504.273779
318	503.7484839
319	503.4222312
320	503.1839708
321	502.9113893
322	502.7469282
323	502.3180193
324	501.8518693
325	501.7898275
