iter	Logloss	AUC	Accuracy
50	0.05637061159	0.9989530881	0.982375
51	0.0553044768	0.9990456795	0.9835
52	0.05427825273	0.9991053524	0.984
53	0.05342140262	0.9991349663	0.98475
54	0.05232982163	0.9992042351	0.985125
55	0.05133190159	0.999260794	0.985875
56	0.05049717302	0.9993120148	0.986375
57	0.04961611393	0.9993743567	0.986375
58	0.04916885166	0.9994099444	0.9865
59	0.0488383091	0.9994198581	0.986625
60	0.04853922454	0.9994315511	0.987
61	0.0471477141	0.99950476	0.988
62	0.04627385454	0.9995493716	0.98875
63	0.04596942846	0.9995582685	0.98875
64	0.04592258006	0.9995602385	0.98875
65	0.04528608407	0.9995792398	0.989
66	0.04477929618	0.9995981775	0.989375
67	0.04440023019	0.9996166068	0.99025
68	0.0434475248	0.9996496525	0.99
69	0.04232228507	0.9996952809	0.990625
70	0.04128533407	0.9997059572	0.991
71	0.0405150787	0.9997348721	0.991875
72	0.0397150067	0.9997648039	0.99225
73	0.03912366786	0.999776497	0.992625
74	0.03865378725	0.9997831696	0.9925
75	0.03787386214	0.9998061745	0.992875
76	0.03785856127	0.9998063016	0.992875
77	0.03695867517	0.9998279084	0.993625
78	0.03619867651	0.9998483077	0.994125
79	0.03546612918	0.9998560607	0.9945
80	0.03467777205	0.9998744265	0.994625
81	0.03413052615	0.9998768414	0.99475
82	0.03396230557	0.9998804001	0.995
83	0.03340757328	0.9998946352	0.994625
84	0.03310813455	0.9998992107	0.99475
85	0.03257732271	0.999900164	0.99475
86	0.03161044202	0.9999241221	0.99425
87	0.03112493008	0.9999299686	0.99525
88	0.03070365755	0.99993823	0.9955
89	0.0304839496	0.9999414711	0.995625
90	0.03001058592	0.9999433775	0.99575
91	0.02920684412	0.9999506857	0.9965
92	0.02919213062	0.9999507493	0.9965
93	0.02902184468	0.9999529099	0.99675
94	0.02854721627	0.9999598368	0.997375
95	0.02793468026	0.9999612349	0.99725
96	0.02758102656	0.9999630143	0.997
97	0.02711381846	0.9999682253	0.997125
98	0.02656427918	0.9999708944	0.99775
99	0.02639319455	0.999972356	0.997625
100	0.02614535012	0.9999728009	0.99775
101	0.02590734825	0.9999743896	0.997875
102	0.02578965329	0.9999749616	0.998
103	0.02531658962	0.9999806175	0.997875
104	0.02530225788	0.9999802997	0.997875
105	0.02499099892	0.9999833501	0.997875
106	0.02458142667	0.9999864004	0.998
107	0.02431077715	0.9999885611	0.998125
108	0.02393207106	0.9999890695	0.99825
109	0.02336193506	0.9999927554	0.9985
110	0.02275597306	0.9999932002	0.998625
111	0.02256506516	0.9999932002	0.9985
112	0.02234946637	0.9999930731	0.9985
113	0.02193164932	0.9999949796	0.998625
114	0.02160460661	0.9999956786	0.99875
115	0.02117821288	0.999996187	0.99875
116	0.02086800107	0.9999964412	0.998875
117	0.02085686654	0.9999964412	0.998875
118	0.02072368956	0.9999960599	0.99875
119	0.02040549603	0.9999968225	0.998875
120	0.02017100213	0.9999972038	0.99875
121	0.01973473686	0.9999977122	0.999
122	0.01952446425	0.9999982206	0.999125
123	0.01927806093	0.9999984113	0.99925
124	0.01912211562	0.9999983477	0.999125
125	0.01912207977	0.9999983477	0.999125
126	0.01912205967	0.9999983477	0.999125
127	0.01888292081	0.9999984748	0.99925
128	0.01872239323	0.9999984748	0.99925
129	0.01866948177	0.9999984748	0.99925
130	0.01847316397	0.9999984113	0.999125
131	0.0182063553	0.9999986655	0.99925
132	0.01806321969	0.9999987926	0.99925
133	0.01797336426	0.9999992374	0.999375
134	0.01768802747	0.9999993645	0.999375
135	0.01757477812	0.9999992374	0.9995
136	0.01726095962	0.9999992374	0.999625
137	0.01706078673	0.9999993645	0.999625
138	0.01684892968	0.9999994916	0.999625
139	0.01665862939	0.9999994281	0.999625
140	0.01664955296	0.9999994281	0.999625
141	0.016532836	0.9999994281	0.999625
142	0.01633013956	0.9999994916	0.999625
143	0.01608136106	0.9999995552	0.999625
144	0.01585478619	0.9999996823	0.999625
145	0.01571163776	0.9999996187	0.99975
146	0.01543147239	0.9999996823	0.99975
147	0.01518583531	0.9999998094	0.99975
148	0.01502623848	0.9999998094	0.99975
149	0.01484574826	0.9999998094	0.99975
150	0.01468274859	0.9999998094	0.99975
151	0.01452949556	0.9999997458	0.999875
152	0.01452949303	0.9999997458	0.999875
153	0.0144949093	0.9999997458	0.999875
154	0.01436141452	0.9999997458	0.999875
155	0.01403138202	0.9999999365	0.999875
156	0.01386939658	0.9999999365	0.999875
157	0.01377060048	0.9999999365	0.999875
158	0.01365991729	0.9999999365	0.999875
159	0.01359842419	0.9999999365	0.999875
160	0.01340241791	0.9999999365	0.999875
161	0.01334143138	0.9999999365	0.999875
162	0.01303619126	0.9999999365	0.999875
163	0.01297720748	0.9999998094	0.999875
164	0.01284646549	1	0.999875
165	0.01269169061	1	0.999875
166	0.01246711596	1	0.999875
167	0.01218777927	1	0.999875
168	0.01218694725	1	0.999875
169	0.01211851944	1	0.999875
170	0.01193789002	1	0.999875
171	0.01183042741	1	0.999875
172	0.01167839109	1	0.999875
173	0.01156664673	1	0.999875
174	0.01156646376	1	0.999875
175	0.01153179729	1	0.999875
176	0.01142322213	1	0.999875
177	0.0114212603	1	0.999875
178	0.01139412185	1	0.999875
179	0.01137107146	1	0.999875
180	0.01133535948	1	0.999875
181	0.01126335723	1	0.999875
182	0.01121213161	1	0.999875
183	0.01120796753	1	0.999875
184	0.01120790682	1	0.999875
185	0.01117484503	1	0.999875
186	0.01105098642	1	0.999875
187	0.01100864902	1	0.999875
188	0.01080783888	1	0.999875
189	0.01069794325	1	0.999875
190	0.01069776112	1	0.999875
191	0.01055119212	1	0.999875
192	0.01055091364	1	0.999875
193	0.01052262466	1	0.999875
194	0.01039183314	1	0.999875
195	0.01032561684	1	0.999875
196	0.01025370298	1	0.999875
197	0.01025369271	1	0.999875
198	0.01018428544	1	0.999875
199	0.01002581848	1	0.999875
200	0.009924126999	1	0.999875
201	0.009923722321	1	0.999875
202	0.009805307494	1	0.999875
203	0.009710052846	1	0.999875
204	0.009615086375	1	0.999875
205	0.009581807676	1	0.999875
206	0.009518762096	1	0.999875
207	0.009518752972	1	0.999875
208	0.009518473862	1	0.999875
209	0.009514011537	1	0.999875
210	0.009414002078	1	1
211	0.009340010329	1	1
212	0.009339920505	1	1
213	0.009302505904	1	1
214	0.009302475818	1	1
215	0.009217218989	1	1
216	0.00911550783	1	1
217	0.008977657351	1	1
218	0.008900688056	1	1
219	0.008817638423	1	1
220	0.008817587317	1	1
221	0.008777817723	1	1
222	0.008777792906	1	1
223	0.008777789141	1	1
224	0.008651523666	1	1
225	0.008651218567	1	1
226	0.008651186061	1	1
227	0.008577412599	1	1
228	0.008555087471	1	1
229	0.008467746278	1	1
230	0.008409980476	1	1
231	0.008409956719	1	1
232	0.00840985557	1	1
233	0.008269445279	1	1
234	0.008268814873	1	1
235	0.008192825144	1	1
236	0.008192724369	1	1
237	0.00810203196	1	1
238	0.008064817239	1	1
239	0.008064805221	1	1
240	0.008064513884	1	1
241	0.008019501491	1	1
242	0.008019463608	1	1
243	0.008019388414	1	1
244	0.008019269832	1	1
245	0.007961140532	1	1
246	0.007961099436	1	1
247	0.007912261567	1	1
248	0.007912219754	1	1
249	0.007912088933	1	1
250	0.007769459976	1	1
251	0.007769039865	1	1
252	0.007769015184	1	1
253	0.007761107739	1	1
254	0.007761070114	1	1
255	0.007760934705	1	1
256	0.007729685625	1	1
257	0.007638529663	1	1
258	0.007638512201	1	1
259	0.007638440566	1	1
260	0.0075819709	1	1
261	0.007512954843	1	1
262	0.007444800906	1	1
263	0.007405463171	1	1
264	0.007383059955	1	1
265	0.007331739313	1	1
266	0.007275623356	1	1
267	0.007228973332	1	1
268	0.007134238858	1	1
269	0.007134217333	1	1
270	0.007078305576	1	1
271	0.007078276918	1	1
272	0.007037368522	1	1
273	0.007037006939	1	1
274	0.007036703885	1	1
275	0.007036583615	1	1
276	0.007036378727	1	1
277	0.007036321622	1	1
278	0.007036297023	1	1
279	0.007036056621	1	1
280	0.007036048918	1	1
281	0.007036042289	1	1
282	0.007036006661	1	1
283	0.007035949648	1	1
284	0.007035822544	1	1
285	0.006981606476	1	1
286	0.006981599624	1	1
287	0.00698158113	1	1
288	0.006981359781	1	1
289	0.00698133569	1	1
290	0.006981330445	1	1
291	0.006981297988	1	1
292	0.006981182142	1	1
293	0.006981131121	1	1
294	0.006981091245	1	1
295	0.006944399419	1	1
296	0.006944386825	1	1
297	0.006896489895	1	1
298	0.006896434575	1	1
299	0.006896424095	1	1
300	0.006896393354	1	1
301	0.006850318757	1	1
302	0.006850310739	1	1
303	0.006850302737	1	1
304	0.006850294752	1	1
305	0.006849866471	1	1
306	0.006849776464	1	1
307	0.006849751631	1	1
308	0.006780756644	1	1
309	0.006780655881	1	1
310	0.006780647676	1	1
311	0.006780558838	1	1
312	0.006780550316	1	1
313	0.006780489574	1	1
314	0.006780480629	1	1
315	0.006780002181	1	1
316	0.006779964942	1	1
317	0.006779928793	1	1
318	0.006779830302	1	1
319	0.006779807838	1	1
320	0.006779791901	1	1
321	0.006779747794	1	1
322	0.006779738134	1	1
323	0.006767861574	1	1
324	0.006767829004	1	1
325	0.006734560412	1	1
326	0.006684953963	1	1
327	0.006684931943	1	1
328	0.006684839118	1	1
329	0.006635896348	1	1
330	0.006635804506	1	1
331	0.006595878285	1	1
332	0.00657755997	1	1
333	0.006577525042	1	1
334	0.006577353955	1	1
335	0.006577332766	1	1
336	0.006577244178	1	1
337	0.006577096446	1	1
338	0.006576925892	1	1
339	0.006576888032	1	1
340	0.006576822128	1	1
341	0.006550503408	1	1
342	0.006500541747	1	1
343	0.006500498606	1	1
344	0.006424500439	1	1
345	0.006424458714	1	1
346	0.006337856976	1	1
347	0.006337824358	1	1
348	0.006337785384	1	1
349	0.006236805981	1	1
350	0.006236713324	1	1
351	0.006236660234	1	1
352	0.006236565578	1	1
353	0.006236406159	1	1
354	0.006236378821	1	1
355	0.006236372611	1	1
356	0.006188911608	1	1
357	0.006143307365	1	1
358	0.006143265598	1	1
359	0.006143167904	1	1
360	0.006143125917	1	1
361	0.006143012967	1	1
362	0.006142497928	1	1
363	0.006142367376	1	1
364	0.006142282361	1	1
365	0.006123942374	1	1
366	0.006123917141	1	1
367	0.006121379484	1	1
368	0.006068033282	1	1
369	0.006068007815	1	1
370	0.00606793907	1	1
371	0.006020550969	1	1
372	0.006020445874	1	1
373	0.005966398124	1	1
374	0.005877899865	1	1
375	0.005822203876	1	1
376	0.005822203876	1	1
377	0.005821949893	1	1
378	0.005756344713	1	1
379	0.00575633721	1	1
380	0.005699547992	1	1
381	0.005695552717	1	1
382	0.005695484883	1	1
383	0.005695368722	1	1
384	0.005695355675	1	1
385	0.00569534264	1	1
386	0.005695074493	1	1
387	0.005694859763	1	1
388	0.005694794076	1	1
389	0.005694781392	1	1
390	0.005694579362	1	1
391	0.005694479679	1	1
392	0.005694432742	1	1
393	0.005694416614	1	1
394	0.005694323166	1	1
395	0.00569427409	1	1
396	0.005694176394	1	1
397	0.005694079422	1	1
398	0.00569402856	1	1
399	0.005693815791	1	1
400	0.00569379186	1	1
401	0.005693696444	1	1
402	0.005693601725	1	1
403	0.005693507698	1	1
404	0.005693507698	1	1
405	0.005693507698	1	1
406	0.005693453327	1	1
407	0.005693429972	1	1
408	0.00569340666	1	1
409	0.005693313706	1	1
410	0.005692666795	1	1
411	0.005692544067	1	1
412	0.005692453284	1	1
413	0.00569243072	1	1
414	0.005692408196	1	1
415	0.00569231838	1	1
416	0.005692266539	1	1
417	0.005692222019	1	1
418	0.005690958442	1	1
419	0.005690893626	1	1
420	0.005690807957	1	1
421	0.00564032361	1	1
422	0.005640308487	1	1
423	0.005640113641	1	1
424	0.005639920094	1	1
425	0.005639859754	1	1
426	0.005639840537	1	1
427	0.005639840003	1	1
428	0.005587392252	1	1
429	0.005587312248	1	1
430	0.005587279432	1	1
431	0.005587227147	1	1
432	0.005587220984	1	1
433	0.00558660634	1	1
434	0.005586454954	1	1
435	0.005586378975	1	1
436	0.005514695366	1	1
437	0.005416841996	1	1
438	0.005416730505	1	1
439	0.005416730505	1	1
440	0.005351838102	1	1
441	0.005351832554	1	1
442	0.005292740469	1	1
443	0.005272748183	1	1
444	0.005272724103	1	1
445	0.005272509791	1	1
446	0.005272483289	1	1
447	0.005272390441	1	1
448	0.005233505231	1	1
449	0.005233383847	1	1
450	0.005233336172	1	1
451	0.005211144022	1	1
452	0.005211140708	1	1
453	0.005211100743	1	1
454	0.005210941459	1	1
455	0.005209960989	1	1
456	0.00520988304	1	1
457	0.005209844229	1	1
458	0.005145684096	1	1
459	0.005075041583	1	1
460	0.005074858125	1	1
461	0.005074838236	1	1
462	0.005032325369	1	1
463	0.005032156174	1	1
464	0.005032122928	1	1
465	0.004991247896	1	1
466	0.00499094302	1	1
467	0.00499089667	1	1
468	0.00499087493	1	1
469	0.004990802917	1	1
470	0.004990711242	1	1
471	0.004990702287	1	1
472	0.004990682971	1	1
473	0.004971273733	1	1
474	0.004970952631	1	1
475	0.00497085439	1	1
476	0.004970822012	1	1
477	0.004970789707	1	1
478	0.004970781638	1	1
479	0.004970704954	1	1
480	0.00497068601	1	1
481	0.004970624177	1	1
482	0.004970544882	1	1
483	0.004970503535	1	1
484	0.004970465787	1	1
485	0.00497038504	1	1
486	0.004970369661	1	1
487	0.004970364978	1	1
488	0.004970354921	1	1
489	0.004970338847	1	1
490	0.004970303977	1	1
491	0.004970188592	1	1
492	0.004970023483	1	1
493	0.0049700005	1	1
494	0.004967322221	1	1
495	0.004967291624	1	1
496	0.004967202745	1	1
497	0.004967193688	1	1
498	0.004967162662	1	1
499	0.004967143115	1	1
